,
1,你们是什么大学？
1,这是什么大学？
1,UIC是什么样的大学
1,北师港浸大是什么大学
2,学校类别是什么？
2,学校的办学模式是什么？
2,贵校的办学模式是什么？
2,贵校类别是什么？
3,校长是谁？ 
3,汤涛是谁？
3,你们的校长是谁？
3,贵校校长？
4,学校所在城市气候怎么样？ 
4,珠海的气候怎么样？
4,UIC这边气候如何？
4,贵校所在城市气候如何？
5,校长从事什么样的研究？
5,汤涛从事何种研究？
5,校长有什么研究领域吗？
5,汤涛研究什么？
6,可以来学校参观吗？ 
6,可以来学校看看嘛？
6,可以参观UIC吗
6,参观学校？
6,禁止参观学校吗？
7,学校周边环境怎么样？ 
7,校周围环境？
7,学校附近交通方便吗？
8,学校的占地面积有多大？
8,学校有多大？
8,学校大吗？
8,学校面积小吗？
9,学校有几个校区，地址在哪？
9,学校的地理位置？
9,UIC地址？
9,贵校地点？
10,学校近期是否会搬校区？
10,听说学校搬地方了？
10,学校的新校区在哪里？
10,什么时候能去新校区
11,学校有多少在校生？
11,学校在校生人数？
11,学校目前有多少人？
11,UIC总共有多少学生？
12,学校官方网址是什么？
12,学校官网？
12,能给一下学校官网吗？
13,学校招生网址是多少？ 
13,招生页面
13,网上怎么了解招生相关的信息？
13,学校有招生相关资料吗？
14,学校招生办公室的上班时间？ 
14,校招办的上班时间？
14,学校招生部门的上班时间？
15,学校招生办的联系方式？
15,招办联系方式？
15,招生办的电话有吗？
16,招生热线免费吗？ 
16,招生电话要钱吗？
16,打招办电话的费用怎么算？
17,有招生咨询QQ吗？ 
17,有咨询的QQ吗？
18,教务处的电话是多少？ 
18,教务处联系方式？
18,教务处有电话吗？
19,学生处的电话是？ 
19,学生处联系方式？
20,学校有哪些特色的校园文化活动？
20,学校文化活动多吗？
20,学校有特色活动吗？
20,学校除了学习外有什么活动吗？
21,学校有开放日吗？ 
21,校开放日什么时候？
21,UIC开放日？
22,UIC社团？
22,学校有哪些社团？ 
22,学校社团？
22,有什么学生组织吗？
23,学校的师资力量如何？
23,UIC的师资力量？
23,学校老师怎么样？
24,学校的教学基础设施怎么样？
24,学校教学设施怎么样？
24,校内设施怎么样？
24,UIC有什么学校设施？
25,学校教学楼有电梯吗？ 
25,教学楼有电梯吗？
25,需要爬楼梯上课吗？
26,图书馆有多大？ 
26,UIC图书馆怎么样？
26,学习资源中心情况？
26,学校藏书情况？
27,图书馆对外开放吗？ 
27,学习资源中心对外开放吗？
27,图书馆只能学生进吗？
28,学校有游泳馆吗？ 
28,学校有游泳的地方吗？
28,UIC有游泳馆吗？
29,有篮球馆吗？ 
29,学校有篮球场吗？
29,学校打篮球的地方？
29,UIC打篮球有地方吗？
30,学校的校园风气怎么样？ 
30,UIC校风？
30,学校学风怎么样？
31,学校有哪些科研成果？
31,学校有科研成果吗？
31,学校有什么突出的研究成果吗？
32,有博士硕士点吗？
32,UIC支持读博士和硕士吗？
32,北师港浸大有博士和硕士吗？
33,学校设有哪些学院？
33,学校学院？
33,UIC专业？
34,学校允许修双学位吗？
34,学校支持双学位吗？
34,我想在UIC修双学位怎么办？
35,副修可以拿学位么？ 
35,副修有学位证吗？
35,副修是什么？
36,学校奖学金有哪几类？
36,学校奖学金种类？  
36,学校有哪几种奖学金？
37,在校生出国留学交流的机会多吗？
37,UIC出国交流机会？
37,UIC有交换生的项目吗？
37,学校支持出国交流吗？
38,学校有外国学生吗？ 
38,学校有交换生来UIC吗
38,学校招外国学生吗？
39,学校男女比例如何？
39,UIC男女比例？
39,学校男女比？
41,如何转专业？
41,转专业有分数要求吗？
41,入学后什么时候可以转专业？
41,转专业的流程是怎样的？
41,贵校的学生在大学期间有几次调专业机会？
41,UIC学生有多少次转专业的机会？
41,转过一次专业还可以再转下一次吗？
41,北师港浸大的学生可以转多少次专业？
42,转专业要花钱吗？
42,转专业的相关费用？
42,转专业的费用是多少？
42,转专业有费用要求吗？
43,各专业简介？
43,UIC有什么专业？
43,UIC有哪些专业？
43,北师港浸大的特色专业是什么？
43,UIC专业介绍？
43,北师港浸大专业介绍？
44,学校理科专业都有哪些？
44,UIC有什么理科专业
44,北师港浸大有什么理科专业？
44,理科生可以在UIC选什么专业？
44,有什么专业适合理科生？
45,学校文科专业都有哪些？
45,UIC有什么文科专业
45,北师港浸大有什么文科专业？
45,文科生可以在UIC选什么专业？
45,有什么专业适合文科生？
46,文理兼收的专业有哪些？
46,有什么专业是无文理限制的？
46,文科和理科都可以报考的专业？
46,UIC有什么文理兼收的专业？
46,UIC没有文理限制的专业有什么？
47,贵校哪些专业适合女生报考？
47,UIC有哪些专业适合女生？
47,北师港浸大有哪些专业适合女生？
47,有什么适合女生的专业？
47,女生在哪些专业有优势？
47,适合女生的专业有哪些？
48,什么是GPA?
48,GPA是什么意思？
48,GPA是什么？
48,UIC的GPA？
48,UIC的成绩怎么计算？
48,学生成绩怎么计算？
49,学校能保研吗？
49,UIC如何申请保研？
49,UIC保研有什么条件？
49,北师港浸大如何申请保研？
49,保研的要求？
50,各专业都可以报考研究生吗？
50,不同专业报考研究生有限制吗？
50,有什么专业是可以报考研究生的？
50,有什么专业是不能报考研究生的？
51,学校的考研录取率是多少？
51,学校考研录取率高吗？
51,学校有多少人选择考研？
51,UIC的考研水平如何？
51,UIC学生选择考研的多吗？
51,UIC有多少学生考研会被录取？
52,毕业后拿到的是什么文凭？
52,UIC毕业生拿的证书是？
52,毕业后拿的是什么毕业证？
52,UIC毕业生拿的是什么毕业证？
52,UIC的毕业证和学位证书一样吗？
53,校园兼职多吗？
53,学校有什么勤工俭学的方式？
53,学校有提供兼职岗位吗？
53,UIC的兼职机会多不多？
53,UIC有学校官方的兼职吗？
54,校园招聘多吗
54,UIC的校招活动多吗？
54,UIC有没有校招活动？
54,有企业来UIC招人吗？
54,来UIC招人的企业多吗？
55,应届毕业生的就业情况如何？
55,UIC的毕业生好就业吗？
55,UIC的应届毕业生就业率如何？
55,毕业生的就业方向？
55,毕业生好找工作吗？
55,毕业后找到工作的比例是多少？
56,各学院在哪个校区？
56,不同学院会在不同校区吗？
56,不同学院的教学在同一个地方吗？
56,各专业的教学区有不一样吗？
57,学校开设了哪些专业？
57,UIC有哪些专业？
57,北师港浸大有哪些专业？
57,有什么专业？
58,学校有哪些优势专业？
58,UIC有什么优势专业？
58,北师港浸大有什么优势专业？
58,有什么优势专业？
59,海南省新生入学奖学金获奖条件？
59,海南省的奖学金条件？
59,海南省奖学金分数线？
59,海南省考生达到多少分可以拿到奖学金？
60,浙江省新生入学奖学金获奖条件？
60,浙江省的奖学金条件？
60,浙江省的奖学金分数线？
60,浙江省考生达到多少分可以拿到奖学金？
61,江苏省新生入学奖学金获奖条件？
61,江苏省的奖学金条件？
61,江苏省奖学金分数线？
61,江苏省考生达到多少分可以拿到奖学金？
62,山东省新生入学奖学金获奖条件？
62,山东省的奖学金条件？
62,山东省的奖学金分数线？
62,山东省考生达到多少分可以拿到奖学金？
63,上海市新生入学奖学金获奖条件？
63,上海市的奖学金条件？
63,上海市的奖学金分数线？
63,上海市考生达到多少分可以拿到奖学金？
64,其他750分满分的省、市、区新生入学奖学金获奖条件？
64,750分满分的地区奖学金条件？
64,750分满分的地区要达到多少分才可以拿到奖学金？
64,750分地区的奖学金分数线？
65,华信奖学金获得要求是什么？
65,如何获得华信奖学金？
65,申请华信奖学金有什么要求？
65,华信奖学金？
65,如何申请华信奖学金？
65,华信奖学金如何评选？
66,广东提前一批全额奖学金获得要求是什么？
66,广东省全额奖学金的要求是什么？
66,广东省考生达到什么分数才能获得全额奖学金？
66,广东省全额奖学金分数线是多少？
67,广东提前一批半额奖学金获得要求是什么？
67,广东省半额奖学金的要求是什么？
67,广东省考生达到什么分数才能获得半额奖学金？
67,广东省半额奖学金分数线是多少？
68,珠海籍新生奖学金获得要求是什么？
68,珠海新生奖学金分数线是多少？
68,珠海新生达到什么分数才能获得奖学金？
68,珠海新生的奖学金政策？
69,广东综合评价录取奖学金获得要求是什么？
69,综合评价奖学金要求是什么？
69,综合评价分数达到多少可以获得奖学金？
69,综合评价奖学金的分数线是多少？
70,奖学金续得有什么要求？
70,保持奖学金获得的要求是什么？
70,奖学金是持续获得的吗？
70,如何保持获得奖学金？
71,UIC设有哪些在校奖助学金？
71,奖学金和助学金？
71,UIC有哪些奖学金？
71,UIC的助学金有哪些？
71,UIC设有助学金吗？
72,专业及课程如何设置？
72,UIC的专业和课程是怎么安排的？
72,UIC的课程是怎样的？
72,各专业的课程设置是怎样的？
73,教学质量怎么保证？
73,如何保证教学质量？
73,教学质量可以保证吗？
73,UIC的教学质量如何？
73,北师港浸大的教学质量怎样？
74,贵校颁发的香港浸会大学学士学位证书为什么有“荣誉”二字？
74,该校学士学位证书上“荣誉”二字是什么意思？
74,学士学位证书上的“荣誉”有什么含义？
75,UIC的教育模式是怎样的？
75,可以说一下学校的教育模式吗？
75,UIC采用什么样的教育模式？
75,学校的教育模式如何？
76,什么是博雅教育？
76,博雅教育是什么？
76,博雅教育包含什么？
76,博雅教育的含义？
76,博雅教育是什么意思？
77,什么是全人教育？
77,全人教育是什么？
77,全人教育包含什么？
77,什么样的教育是全人教育？
77,全人教育的含义？
77,全人教育是什么意思？
78,什么是四维教育？
78,四维教育是什么？
78,四维教育包含什么？
78,什么样的教育是四维教育？
78,四维教育的含义？
78,四维教育是什么意思？
79,学生入读后能否适应UIC的全英文教学环境？
79,全英文教学好适应吗？
79,全英教学无法适应怎么办？
79,学生容易适应全英教学吗？
80, 宿舍情况怎么样？
80,住宿条件怎么样？
80,宿舍有什么活动？
80,你们的苑舍制度是什么？
81,学校提供哪些辅导及个人成长帮助?
81,学校是否有学业辅导？
81,学业上遇到困难怎么办？
81,学校是否有心理辅导？
81,辅导制度是什么？
82,出国的途径有哪些？
82,有什么出国的机会吗？
82,有没有交流的机会？
82,是否可以出国留学？
82,海外交流的机会多吗？
83,学校是2+2吗？
83,是2年内地2年香港吗？
83,学校有2+2培养吗？
84,副修课程有哪些？
84,学校有什么选修吗？
84,选修课程有哪些？
84,除了专业课还有什么课程？
84,可以选修到哪些课程？
85,在UIC可修读什么小语种？
85,要修小语种吗？
85,要学其他语言吗？
85,可以修小语种吗？
85,可以学日语、韩语、西班牙语、德语或法语吗？
86,UIC暑期多久？
86,暑假很长吗？
86,暑假有多长？
86,期末考试在什么时候？
86,暑期时间有多少？
87,什么是暑期课程？
87,有暑期课程吗？
87,暑期课程有多久？
87,有什么暑期课程？
87,暑期课程有哪些？
88, 海外暑期课程有哪些国家？
88,海外暑期课程有什么内容？
88,海外暑期课程可以学什么？
88,海外暑期有哪些国家可以去？
88,海外暑期课程可以去哪里？
89,海外暑期课程有哪些学校？
89,海外暑期课程可以去哪些学校？
89,海外暑期课程和哪些学校合作的？
89,海外暑期课程可以去英国牛津大学、美国康奈尔大学、加拿大英属哥伦比亚大学、西班牙艾赛德商学院吗？
89,海外课程有哪些学校可以去？
90,海外暑期课程学习多久？
90,海外暑期课程有多久？
90,海外暑期课程要多长时间？
90,海外暑期课程是什么时候？
90,什么时候开始海外暑期课程？
91,海外暑期课程费用多少？
91,海外暑期课程要多少钱？
91,海外暑期课程花费大概是多少？
91,海外暑期课程要花多少钱？
91,海外暑期课程价格是多少？
92,海外暑期课程有学分吗？可以转学分吗？
92,海外暑期课程学分怎么样？
92,海外暑期课程是否能转学分？
92,海外暑期课程可以得到学分吗？
92,海外暑期课程的学分大概怎么样？
93,暑期课程是必须参加的吗？
93,一定要参加暑期课程吗？
93,参加暑期课程的人多吗？
93,暑期课程是自愿参加的吗？
93,暑期课程参与度怎么样？
94,在UIC暑假，学生只是去修暑期课程吗？
94,暑假怎么安排？
94,暑假有哪些活动？
94,除了暑期课程还有什么选择？
94,暑期有实践活动吗？
95,交换生项目有哪些国家、学校？
95,交换生项目有哪些？
95,交换生可以去哪里？
95,交换生有哪些选择？
95,交换生可以去哪里学习？
96,大几可申请交换生？
96,几年级可以申请交换生？
96,什么时候可以去交换？
96,大几可以参加交换生计划？
96,大一可以申请交换生吗？
97,申请交换生什么条件？
97,交换生有什么要求？
97,交换生应该满足那些条件？
97,交换生的要求有哪些？
97,怎样申请交换生？
98,交换生可以出去学习多久？
98,交换生学习时间有多长？
98,交换生的学期有多长？
98,交换生可以去多久？
98,交换生可以交换多久？
99,交换生的费用？
99,交换生要花多少钱？
99,交换生的花费是多少？
99,交换生的学费是多少？
99,交换生的价格是多少？
100,为什么要申请交换生？
100,交换生有什么意义？
100,交换生能得到什么？
100,交换生可以收获什么？
100,交换生是什么体验？
101,交换生的名额？
101,交换生的人数多吗？
101,交换生有多少人？
101,有多少人可以成为交换生？
101,每年有多少个交换生？
102,UIC管理严格吗？
102,管理制度怎么样？
102,学校的处罚制度怎么样？
102,学校是否严格？
102,学校的规定是否严格？
103,出勤率规定？
103,上课签到的规定？
103,出勤率的处罚规则？
103,出勤有什么要求吗？
103,学校对学生上课出勤有要求吗？
104,学生会被退学吗？
104,学校的学术规定？
104,对于绩点的处罚是什么样的？
104,学校对GPA的要求？
104,学校对GPA的处罚有哪些？
105,GPA是怎么计算的？
105,GPA是什么？
105,怎么算GPA？
105,绩点怎么计算？
105,绩点是什么？
106,UIC评分体系？
106,学校怎么评分的？
106,课程怎么评分？
106,课程的成绩是怎样的？
106,怎样评分？
107,毕业证书学分要求？
107,毕业的要求？
107,毕业的学分有什么要求？
107,毕业要拿到多少学分？
107,毕业证书要满足什么条件？
108,学位证书成绩要求？
108,学位证书的成绩要达到多少？
108,学士学位要拿到多少分？
108,学位证书有什么要求？
108,学位证书要满足什么条件？
109,学位证书等级分类？
109,学位等级怎么划分？
109,学位的等级怎么样？
109,学位证书有哪些？
109,学位证书的等级？
110,会计学专业的专业认证是指什么？
110,会计学专业认证是什么？
110,会计学认证怎么拿到？
110,有没有会计学专业认证？
110,会计学专业认证的条件？
111, UIC的课程结构和国内的大学有差别吗？
111,课程和其他大学有什么不同？
111,课程有什么特别？
111,有什么特别的课程结构？
111,课程结构怎么样？
112,同学在校期间可以去香港浸会大学吗？
112,会到本部学习吗？
112,有机会去浸会吗？
112,可以去本部学习吗？
112,有没有机会去本部学习？
113,大几可参加HKBU暑期课程？
113,什么时候可以参加浸会暑期课程？
113,大几可以去本部的暑期课程？
113,参加浸会暑期课程的条件？
113,都可以参加本部暑期课程吗？
114,香港浸会大学暑期课程报名绩点要求？
114,本部暑期课程的绩点要求？
114,去本部暑期课程的学分条件？
114,去浸会暑期课程的学分条件？
114,去浸会大学的GPA要求？
115,香港浸会大学暑期课程费用大概多少？
115,本部的暑期课程多少钱？
115,浸会的暑期课程花费是多少？
115,本部的暑期课程价格怎么样？
115,浸会的暑期课程要花多少钱？
116,香港浸会大学暑期课程学习多久？
116,本部的暑期课程时间多长？
116,浸会的暑期课程在什么时候？
116,浸会的暑期课程从什么时候到什么时候？
117,香港浸会大学暑期课程学分可转吗？
117,本部暑期课程学分可以转吗？
118,学生申请香港浸会大学研究生有优势吗？
118,申请本部研究生有什么优势？
118,可以申请浸会研究生吗？
118,浸会研究生？
118,本部读研？
119,毕业生去海外读研的多吗？
119,毕业生去向？
119,毕业生读研的情况？
119,毕业以后去哪里的多？
119,毕业走向？
120,申请海外研究生学校会提供帮助吗？
120,怎样申研？
120,海外读研有什么帮助？
120,国外研究生有什么申请帮助？
120,申请研究生有什么益处吗？